,,,,,,,,,,,,,,,,Code,Stock,Open,Last,Prv Close,Chg,High,Low,Y-High,Y-Low,Vol,DY*,B%,Vol MA (20),RSI (14),"MACD (26, 12)",EPS*,P/E,Status ,Sector
1724,PARAMON,1.09,1.09,1.09,-,1.09,1.08,1.14,0.9,1748,6.88%,67,178610,50%,0.002,16.45,5.91,Active,,,,,,,,,,,,,,,,,PARAMON
9369,TGL,1.02,1.02,1.01,+0.010,1.02,1.02,1.34,0.9,40,7.84%,-,12120,55%,0.004,12.8,8.18,Active,,,,,,,,,,,,,,,,,TGL
0223,SAMAIDEN,1.17,1.18,1.17,+0.010,1.18,1.17,1.33,0.91,505,0.59%,43,384540,37%,-0.01,3.91,33.13,Active,,,,,,,,,,,,,,,,,SAMAIDEN
5024,HUPSENG,0.93,0.93,0.93,-,0.945,0.925,1.29,0.91,2929,7.53%,45,419095,50%,-0.004,7.2,12.91,Active,,,,,,,,,,,,,,,,,HUPSENG
5323,JPG,1.36,1.36,1.36,-,1.37,1.35,1.47,0.91,18342,3.86%,46,4099420,72%,0.033,11.36,13.28,Active,,,,,,,,,,,,,,,,,JPG
0839EA,EQ8WAQF,0.945,0.945,0.95,-0.005,0.945,0.945,1.02,0.915,135,,100,1355,65%,-0.002,,,Active,,,,,,,,,,,,,,,,,EQ8WAQF
5026,MHC,1.1,1.14,1.1,+0.040,1.14,1.1,1.11,0.915,2716,5.26%,60,86615,91%,0.023,14.61,5.45,Active,,,,,,,,,,,,,,,,,MHC
8664PA,SPSETIA-PA,,,0.965,,-,-,0.99,0.92,0,,-,41715,50%,0.005,,,Active,,,,,,,,,,,,,,,,,SPSETIA-PA
8435,CEPCO,1.17,1.17,1.17,-,1.17,1.17,1.25,0.92,2,,100,4130,44%,0.007,-5.19,,Active,,,,,,,,,,,,,,,,,CEPCO
5338,PARADIGM,0.96,0.975,0.96,+0.015,0.98,0.96,1.03,0.925,6764,,34,443390,63%,,,,Active,,,,,,,,,,,,,,,,,PARADIGM
0242,PPJACK,0.935,0.93,0.93,-,0.935,0.93,1.08,0.93,1210,1.08%,17,79080,33%,-0.004,3.12,29.77,Active,,,,,,,,,,,,,,,,,PPJACK
5016,WARISAN,1.09,1.09,1.12,-0.03,1.12,1.05,1.67,0.93,158,,1,4815,64%,-0.008,-21.27,,Active,,,,,,,,,,,,,,,,,WARISAN
5080,POHKONG,1.01,1.01,1.02,-0.01,1.01,1,1.24,0.93,964,2.97%,41,167085,61%,-0.002,28.49,3.54,Active,,,,,,,,,,,,,,,,,POHKONG
7055,PLB,,,1,,-,-,1.2,0.93,0,,-,23710,46%,-0.027,-9.36,,Active,,,,,,,,,,,,,,,,,PLB
7088,POHUAT,0.93,0.93,0.93,-,0.94,0.93,1.39,0.93,7300,8.60%,83,119030,25%,-0.018,11.08,8.82,Active,,,,,,,,,,,,,,,,,POHUAT
5325,WELLCHIP,1.35,1.41,1.34,+0.070,1.41,1.35,1.65,0.935,10996,,78,449925,50%,0.038,9.7,16.93,Active,,,,,,,,,,,,,,,,,WELLCHIP
6114,MKH,1.04,1.06,1.04,+0.020,1.06,1.04,1.36,0.94,703,3.77%,73,233790,44%,0.001,12.77,6.25,Active,,,,,,,,,,,,,,,,,MKH
0838EA,CHINA100-MYR,1.15,1.18,1.15,+0.030,1.19,1.14,1.6,0.95,752,,55,22735,71%,0.009,,,Active,,,,,,,,,,,,,,,,,CHINA100-MYR
7010,PTT,1.43,1.44,1.44,-,1.45,1.43,2.3,0.95,2068,,85,102945,50%,0.032,11.91,29.35,Active,,,,,,,,,,,,,,,,,PTT
0654CQ,NIKKEI-CQ,,,1.8,,-,-,1.13,0.97,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,NIKKEI-CQ
3379PB,INSAS-PB,,,0.99,,-,-,1,0.97,0,,-,56450,63%,-0.001,,,Active,,,,,,,,,,,,,,,,,INSAS-PB
7034,TGUAN,1.13,1.11,1.12,-0.01,1.14,1.11,1.79,0.97,7938,2.25%,34,232300,53%,-0.003,17.67,6.3,Active,,,,,,,,,,,,,,,,,TGUAN
5109,YTLREIT,1.12,1.11,1.13,-0.02,1.13,1.11,1.23,0.975,6296,6.98%,27,482280,45%,0.002,8.72,12.73,Active,,,,,,,,,,,,,,,,,YTLREIT
0295,MTEC,1.11,1.12,1.11,+0.010,1.13,1.11,1.3,0.98,426,0.51%,23,360690,44%,0.007,2.68,42.15,Active,,,,,,,,,,,,,,,,,MTEC
03046,DYNAFNT,,,1,,-,-,1.05,0.98,0,,-,47125,63%,0.041,,,Active,,,,,,,,,,,,,,,,,DYNAFNT
5302,ATECH,1,1,1,-,1.02,1,3.63,0.98,4779,8.70%,56,932400,29%,-0.071,14.7,21.32,Active,,,,,,,,,,,,,,,,,ATECH
6939,FIAMMA,1.17,1.17,1.17,-,1.17,1.16,1.21,0.98,1967,,31,395025,68%,0.025,7.51,14.86,Active,,,,,,,,,,,,,,,,,FIAMMA
7204,D&O,1,0.995,0.995,-,1.02,0.985,3.3,0.99,40693,0.30%,44,3714365,25%,-0.025,3.01,28.82,Active,,,,,,,,,,,,,,,,,D&O
7216,KAWAN,1.01,1,1,-,1.01,1,1.76,0.99,1086,7.00%,63,339470,37%,-0.034,8.79,11.48,Active,,,,,,,,,,,,,,,,,KAWAN
8117PA,PGF-PA,,,0.99,,-,-,1.6,0.99,0,,-,9070,37%,-0.014,,,Active,,,,,,,,,,,,,,,,,PGF-PA
8907,EG,1.14,1.15,1.15,-,1.17,1.12,2.78,0.99,46582,0.87%,58,2695400,62%,-0.003,11.14,21.03,Active,,,,,,,,,,,,,,,,,EG
4383,JTIASA,1.26,1.27,1.26,+0.010,1.28,1.26,1.53,0.995,21004,4.72%,39,1446240,71%,0.022,14.57,8.76,Active,,,,,,,,,,,,,,,,,JTIASA
5136,HEXTECH,1.2,1.2,1.19,+0.010,1.21,1.19,1.39,0.995,22588,,98,1234490,36%,-0.001,-1.1,,Active,,,,,,,,,,,,,,,,,HEXTECH
5330,TMK,1.13,1.18,1.12,+0.060,1.19,1.12,2.03,0.995,27052,4.66%,48,1011885,56%,-0.013,50,10.57,Active,,,,,,,,,,,,,,,,,TMK
8664,SPSETIA,1.06,1.05,1.06,-0.01,1.08,1.03,1.5,0.995,68823,2.74%,62,4991010,29%,-0.015,10.16,8.33,Active,,,,,,,,,,,,,,,,,SPSETIA
0270,NATGATE,1.23,1.2,1.23,-0.03,1.24,1.16,3.03,1,284452,1.67%,33,13420690,13%,-0.072,7.04,15.25,Active,,,,,,,,,,,,,,,,,NATGATE
03050,SUNMOW,1.12,1.12,1.06,+0.060,1.12,1.12,2.03,1,90,,100,29400,19%,-0.077,,,Active,,,,,,,,,,,,,,,,,SUNMOW
0652IX,HSI-CWIX,,,1,,-,-,1.02,1,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,HSI-CWIX
5094,CSCSTEL,1.06,1.05,1.05,-,1.07,1.05,1.27,1,1924,,37,89545,45%,-0.004,9.25,11.68,Active,,,,,,,,,,,,,,,,,CSCSTEL
5131,ZHULIAN,1.14,1.15,1.15,-,1.15,1.14,1.22,1,543,7.83%,36,118805,67%,0.007,5.08,22.63,Active,,,,,,,,,,,,,,,,,ZHULIAN
5222,FGV,1.3,1.3,1.3,-,1.31,1.3,1.36,1,27553,3.85%,-,2216085,100%,,7.57,14.65,Active,,,,,,,,,,,,,,,,,FGV
7076,CBIP,1.06,1.07,1.06,+0.010,1.07,1.06,1.39,1,791,3.74%,97,136595,54%,0.002,-6.02,,Active,,,,,,,,,,,,,,,,,CBIP
9059,TSH,1.19,1.19,1.19,-,1.2,1.17,1.28,1,26534,2.10%,59,1416455,64%,0.009,10.19,10.03,Active,,,,,,,,,,,,,,,,,TSH
2984,FACBIND,1.6,1.6,1.6,-,1.6,1.6,1.61,1.01,1795,1.25%,-,161640,100%,0.065,8.13,16.78,Active,,,,,,,,,,,,,,,,,FACBIND
5133,PENERGY,0.905,0.86,1.03,-0.17,0.96,0.85,1.52,1.01,20955,12.79%,23,94730,32%,-0.018,22.16,3.89,Active,,,,,,,,,,,,,,,,,PENERGY
8583,MAHSING,1.21,1.2,1.22,-0.02,1.23,1.2,1.92,1.01,66825,3.75%,30,5959485,60%,0.005,9.54,12.85,Active,,,,,,,,,,,,,,,,,MAHSING
2755,FCW,1.61,1.61,1.61,-,1.61,1.61,1.7,1.02,18,,-,9915,50%,0.001,7.5,24.79,Active,,,,,,,,,,,,,,,,,FCW
5102,GCB,1.03,1.04,1.03,+0.010,1.05,1.02,4.48,1.02,23973,3.85%,49,3149920,22%,-0.085,36.53,6.64,Active,,,,,,,,,,,,,,,,,GCB
6971,KOBAY,1.18,1.18,1.19,-0.01,1.2,1.18,2.17,1.02,1710,,54,106765,41%,-0.008,4.7,30.49,Active,,,,,,,,,,,,,,,,,KOBAY
9296,RCECAP,1.05,1.07,1.05,+0.020,1.08,1.05,3.39,1.02,10035,6.07%,49,532475,47%,-0.012,7.2,15.05,Active,,,,,,,,,,,,,,,,,RCECAP
7187,CHGP,1.14,1.15,1.14,+0.010,1.15,1.14,2.49,1.03,410,,81,59645,80%,0.013,3.99,58.86,Active,,,,,,,,,,,,,,,,,CHGP
0824EA,EQ8MID,1.12,1.12,1.12,-,1.12,1.12,1.44,1.035,9,,-,5590,48%,0.006,,,Active,,,,,,,,,,,,,,,,,EQ8MID
5036,EDARAN,1.16,1.15,1.16,-0.01,1.16,1.13,2.01,1.04,704,,63,66435,48%,-0.016,5.37,22.17,Active,,,,,,,,,,,,,,,,,EDARAN
5401,TROP,1.14,1.15,1.14,+0.010,1.15,1.13,1.55,1.04,3457,,73,291430,35%,-0.001,-8.56,,Active,,,,,,,,,,,,,,,,,TROP
6718,CRESNDO,1.24,1.24,1.25,-0.01,1.26,1.24,4.79,1.04,643,8.06%,3,140125,64%,0.004,63.98,1.95,Active,,,,,,,,,,,,,,,,,CRESNDO
9288,BONIA,,,1.12,,-,-,1.68,1.04,0,7.14%,-,38900,42%,-0.002,16.82,5.65,Active,,,,,,,,,,,,,,,,,BONIA
5288,SIMEPROP,1.51,1.51,1.51,-,1.52,1.5,1.81,1.07,135470,1.99%,24,10986525,48%,0.003,7.38,19.84,Active,,,,,,,,,,,,,,,,,SIMEPROP
7006,RKI,1.25,1.29,1.29,-,1.29,1.25,1.35,1.07,204,3.10%,-,19550,53%,,6.28,22.69,Active,,,,,,,,,,,,,,,,,RKI
7148,DPHARMA,1.33,1.33,1.32,+0.010,1.35,1.31,1.46,1.07,7563,2.26%,55,508485,47%,-0.008,6.51,20.42,Active,,,,,,,,,,,,,,,,,DPHARMA
5272,RANHILL,1.53,1.59,1.53,+0.060,1.6,1.51,1.58,1.08,102318,2.20%,56,3354545,74%,0.031,4.49,19.82,Active,,,,,,,,,,,,,,,,,RANHILL
7085,LTKM,1.4,1.4,1.41,-0.01,1.41,1.4,1.51,1.08,102,2.86%,2,161605,62%,0.048,33.88,4.13,Active,,,,,,,,,,,,,,,,,LTKM
7035,CCK,1.25,1.24,1.25,-0.01,1.27,1.24,1.86,1.08,1236,,23,175860,33%,-0.009,12.02,10.46,Active,,,,,,,,,,,,,,,,,CCK
7199,KEINHIN,1.09,1.16,1.16,-,1.16,1.09,1.52,1.08,46,2.16%,4,9255,45%,-0.019,11.14,8.03,Active,,,,,,,,,,,,,,,,,KEINHIN
7412,SHH,1.19,1.19,1.24,-0.05,1.25,1.19,1.55,1.08,482,,11,21240,49%,-0.007,5.07,23.68,Active,,,,,,,,,,,,,,,,,SHH
0823EA,PAM-C50,,,1.53,,-,-,1.64,1.09,0,,-,13190,54%,0.008,,1193.4,Active,,,,,,,,,,,,,,,,,PAM-C50
5053,OSK,1.27,1.27,1.27,-,1.28,1.26,1.9,1.09,10254,6.30%,40,999325,27%,-0.014,26.02,7.41,Active,,,,,,,,,,,,,,,,,OSK
5228,ELKDESA,1.12,1.13,1.13,-,1.13,1.12,1.25,1.09,944,3.98%,89,115035,50%,-0.001,7.18,15.74,Active,,,,,,,,,,,,,,,,,ELKDESA
7105WA,HCK-WA,,,1.15,,-,-,1.23,1.09,0,,-,10390,56%,,,,Active,,,,,,,,,,,,,,,,,HCK-WA
7179,LAGENDA,1.2,1.21,1.21,-,1.21,1.19,1.45,1.09,2693,5.37%,82,176990,50%,,22.05,5.49,Active,,,,,,,,,,,,,,,,,LAGENDA
7172,PMBTECH,1.22,1.21,1.22,-0.01,1.22,1.2,2.45,1.09,2289,,34,333590,21%,-0.028,3.74,37.48,Active,,,,,,,,,,,,,,,,,PMBTECH
0208,GREATEC,1.93,1.94,1.94,-,1.95,1.9,5.06,1.1,20099,,49,4410950,67%,0.074,6.18,31.45,Active,,,,,,,,,,,,,,,,,GREATEC
0652GE,HSI-CWGE,,,1.44,,-,-,1.19,1.11,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,HSI-CWGE
3859,MAGNUM,1.37,1.39,1.35,+0.040,1.41,1.37,1.4,1.12,26989,5.40%,53,592420,40%,0.003,10.63,12.95,Active,,,,,,,,,,,,,,,,,MAGNUM
5337,ECOSHOP,1.33,1.33,1.33,-,1.35,1.33,1.39,1.13,57002,0.75%,66,15062185,46%,0.018,3.79,37.41,Active,,,,,,,,,,,,,,,,,ECOSHOP
7277,DIALOG,1.83,1.82,1.83,-0.01,1.84,1.8,2.52,1.13,46262,1.70%,34,7358320,56%,0.046,5.38,33.18,Active,,,,,,,,,,,,,,,,,DIALOG
5916,MSC,1.19,1.2,1.19,+0.010,1.21,1.19,2.75,1.14,6830,25.83%,50,352410,60%,-0.119,18.9,10.78,Active,,,,,,,,,,,,,,,,,MSC
5827,OIB,,,1.25,,-,-,1.5,1.16,0,4.40%,-,160595,50%,-0.002,18.34,7.41,Active,,,,,,,,,,,,,,,,,OIB
7246,SIGN,1.35,1.35,1.35,-,1.36,1.35,1.68,1.17,7064,8.15%,5,695670,36%,,13.1,7.2,Active,,,,,,,,,,,,,,,,,SIGN
03055,DSR,,,1.18,,-,-,1.18,1.18,0,,-,22750,63%,0.039,,,Active,,,,,,,,,,,,,,,,,DSR
2062,HARBOUR,1.27,1.25,1.26,-0.01,1.27,1.25,1.61,1.18,911,4.80%,75,117510,33%,-0.009,21.33,4.74,Active,,,,,,,,,,,,,,,,,HARBOUR
5071,COASTAL,1.24,1.24,1.24,-,1.24,1.24,1.79,1.18,10,4.03%,100,27160,100%,-0.013,30.48,4.2,Active,,,,,,,,,,,,,,,,,COASTAL
5130,ATRIUM,1.29,1.3,1.29,+0.010,1.3,1.29,1.34,1.18,203,6.55%,5,178560,38%,-0.006,17.55,7.41,Active,,,,,,,,,,,,,,,,,ATRIUM
5168,HARTA,1.25,1.22,1.24,-0.02,1.27,1.21,4.11,1.18,68387,9.64%,31,9296530,28%,-0.078,2.18,56.2,Active,,,,,,,,,,,,,,,,,HARTA
6149,METROD,,,1.27,,-,-,1.44,1.18,0,4.72%,-,12825,46%,-0.018,18.45,7.9,Active,,,,,,,,,,,,,,,,,METROD
7153,KOSSAN,1.23,1.23,1.22,+0.010,1.24,1.21,2.87,1.18,42214,6.50%,68,6084320,30%,-0.053,4.7,25.7,Active,,,,,,,,,,,,,,,,,KOSSAN
7195,BNASTRA,1.74,1.78,1.73,+0.050,1.79,1.73,1.96,1.18,3705,1.69%,61,410385,27%,-0.025,10.44,21.52,Active,,,,,,,,,,,,,,,,,BNASTRA
9172,FPI,1.42,1.35,1.44,-0.09,1.42,1.32,2.99,1.18,25110,13.33%,30,898615,75%,-0.006,26.09,5.22,Active,,,,,,,,,,,,,,,,,FPI
0800EA,ABFMY1,1.266,1.266,1.262,+0.004,1.266,1.266,1.268,1.19,23,,100,4640,75%,0.006,,,Active,,,,,,,,,,,,,,,,,ABFMY1
0151WB,KGB-WB,3.27,3.45,3.27,+0.180,3.45,3.27,3.3,1.2,6661,,54,228205,83%,0.173,,,Active,,,,,,,,,,,,,,,,,KGB-WB
5075,PLENITU,,,1.48,,-,-,1.63,1.2,0,,-,13055,50%,-0.006,16.7,9.28,Active,,,,,,,,,,,,,,,,,PLENITU
5116,ALAQAR,1.25,1.26,1.25,+0.010,1.26,1.25,1.42,1.2,2019,5.77%,58,97195,63%,-0.003,6.94,18.15,Active,,,,,,,,,,,,,,,,,ALAQAR
5271,PECCA,1.55,1.56,1.55,+0.010,1.56,1.54,1.7,1.2,16859,3.21%,92,1765195,53%,0.012,7.32,21.32,Active,,,,,,,,,,,,,,,,,PECCA
5335,HI,2.28,2.29,2.28,+0.010,2.33,2.2,2.38,1.2,26642,0.97%,56,1847520,79%,0.157,8.75,26.16,Active,,,,,,,,,,,,,,,,,HI
9466,KKB,1.32,1.32,1.31,+0.010,1.32,1.32,1.68,1.2,100,5.68%,-,50350,42%,,9.07,9.42,Active,,,,,,,,,,,,,,,,,KKB
5011,MSNIAGA,1.38,1.36,1.35,+0.010,1.38,1.36,1.65,1.21,40,,100,8110,47%,-0.023,-5.59,,Active,,,,,,,,,,,,,,,,,MSNIAGA
0829EB,CHINAETF-USD,,,1.23,,-,-,1.32,1.215,0,,-,1670,29%,-0.158,5.65,0.2,Active,,,,,,,,,,,,,,,,,CHINAETF-USD
0652GW,HSI-CWGW,,,1.45,,-,-,1.48,1.22,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,HSI-CWGW
5212,PAVREIT,1.74,1.75,1.74,+0.010,1.76,1.73,1.84,1.22,59259,5.34%,48,4385520,44%,0.014,11.21,16.76,Active,,,,,,,,,,,,,,,,,PAVREIT
5236,MATRIX,1.31,1.34,1.3,+0.040,1.35,1.31,2.44,1.22,23372,5.93%,72,1811935,41%,-0.015,16.37,11.7,Active,,,,,,,,,,,,,,,,,MATRIX
5238,AAX,1.46,1.5,1.46,+0.040,1.5,1.45,2.16,1.23,3706,,58,408210,37%,-0.023,51.3,2.93,Active,,,,,,,,,,,,,,,,,AAX
4324,HENGYUAN,1.3,1.29,1.28,+0.010,1.3,1.28,3.15,1.25,1618,,63,304635,31%,-0.057,-119.19,,Active,,,,,,,,,,,,,,,,,HENGYUAN
5038,KSL,1.72,1.75,1.72,+0.030,1.76,1.72,1.95,1.25,8141,,70,823700,67%,0.022,46.24,4.07,Active,,,,,,,,,,,,,,,,,KSL
9598,PTARAS,,,1.51,,-,-,1.66,1.25,0,3.31%,-,20135,54%,0.004,-3,,Active,,,,,,,,,,,,,,,,,PTARAS
7167,ABLEGLOB,1.51,1.52,1.5,+0.020,1.52,1.51,2.06,1.26,395,4.93%,50,149430,50%,0.003,22.43,6.74,Active,,,,,,,,,,,,,,,,,ABLEGLOB
7237,PWROOT,,,1.27,,-,-,1.62,1.27,0,5.12%,-,33270,50%,-0.012,7.2,16.31,Active,,,,,,,,,,,,,,,,,PWROOT
7231,WELLCAL,1.3,1.3,1.3,-,1.31,1.29,1.65,1.27,1101,6.31%,53,116870,33%,-0.007,9.42,13.8,Active,,,,,,,,,,,,,,,,,WELLCAL
1562,SPTOTO,1.43,1.46,1.43,+0.030,1.46,1.42,1.62,1.28,14952,6.85%,56,1062410,63%,-0.002,16.49,8.84,Active,,,,,,,,,,,,,,,,,SPTOTO
5008,HARISON,1.3,1.3,1.3,-,1.3,1.29,8.79,1.28,1574,,23,72915,44%,-0.019,12.58,10.13,Active,,,,,,,,,,,,,,,,,HARISON
5296,MRDIY,1.53,1.53,1.53,-,1.54,1.52,2.26,1.28,179314,3.27%,55,10662410,26%,-0.025,6.02,25.47,Active,,,,,,,,,,,,,,,,,MRDIY
5132,DELEUM,1.53,1.56,1.52,+0.040,1.56,1.53,1.69,1.29,4242,5.96%,84,75955,53%,-0.003,18.47,6.2,Active,,,,,,,,,,,,,,,,,DELEUM
6599,AEON,1.35,1.35,1.35,-,1.36,1.34,1.61,1.29,13931,3.33%,30,2090180,70%,-0.006,9.12,14.8,Active,,,,,,,,,,,,,,,,,AEON
7091,UNIMECH,1.3,1.33,1.3,+0.030,1.33,1.3,1.67,1.29,71,3.53%,-,14420,42%,-0.023,15.89,7.37,Active,,,,,,,,,,,,,,,,,UNIMECH
7004,MCEHLDG,1.48,1.5,1.47,+0.030,1.51,1.48,1.69,1.3,1386,2.00%,64,271465,61%,0.007,16.31,13.2,Active,,,,,,,,,,,,,,,,,MCEHLDG
7129,ASIAFLE,1.34,1.3,1.3,-,1.34,1.3,2.12,1.3,6077,1.54%,14,97895,37%,-0.011,-22.53,,Active,,,,,,,,,,,,,,,,,ASIAFLE
8125,SCIPACK,,,1.33,,-,-,1.99,1.31,0,5.64%,-,6655,38%,-0.048,9.28,13.74,Active,,,,,,,,,,,,,,,,,SCIPACK
5010,TONGHER,1.61,1.54,1.62,-0.08,1.61,1.54,2.13,1.34,119,4.87%,18,10200,47%,0.003,1.15,31.15,Active,,,,,,,,,,,,,,,,,TONGHER
7133,ULICORP,1.45,1.44,1.45,-0.01,1.45,1.43,2.16,1.34,107,5.56%,19,139000,57%,0.005,16.06,8.97,Active,,,,,,,,,,,,,,,,,ULICORP
7197,GESHEN,1.62,1.6,1.6,-,1.64,1.6,5.2,1.34,12049,,70,459235,54%,0.004,9.37,50.38,Active,,,,,,,,,,,,,,,,,GESHEN
7107,OFI,1.46,1.45,1.46,-0.01,1.46,1.45,1.88,1.35,43,4.48%,67,38070,65%,0.011,16.2,8.95,Active,,,,,,,,,,,,,,,,,OFI
5199,HIBISCS,1.49,1.5,1.49,+0.010,1.51,1.48,2.39,1.36,12934,5.00%,47,1916580,45%,-0.021,58.22,2.37,Active,,,,,,,,,,,,,,,,,HIBISCS
5307,AMEREIT,1.56,1.51,1.5,+0.010,1.56,1.51,1.73,1.36,29,4.92%,16,274110,32%,-0.028,9.12,16.66,Active,,,,,,,,,,,,,,,,,AMEREIT
7609,AJIYA,2.34,2.36,2.34,+0.020,2.38,2.33,2.39,1.37,7436,,60,1452950,84%,0.155,18.97,12.98,Active,,,,,,,,,,,,,,,,,AJIYA
5321,KEYFIELD,1.42,1.4,1.42,-0.02,1.42,1.39,2.6,1.38,8219,7.86%,69,927180,23%,-0.058,31.79,4.96,Active,,,,,,,,,,,,,,,,,KEYFIELD
6521,SURIA,,,1.62,,-,-,2.15,1.38,0,1.85%,-,15885,44%,-0.015,9.68,16.73,Active,,,,,,,,,,,,,,,,,SURIA
7103,SPRITZER,1.72,1.71,1.74,-0.03,1.75,1.7,3.15,1.38,1115,2.34%,37,162570,76%,0.031,22.31,15.36,Active,,,,,,,,,,,,,,,,,SPRITZER
5286,MI,2.24,2.27,2.25,+0.020,2.27,2.22,2.33,1.4,32873,2.64%,63,1922020,72%,0.066,7.61,30.62,Active,,,,,,,,,,,,,,,,,MI
6262,INNO,1.93,1.93,1.93,-,1.95,1.93,1.99,1.4,2607,8.06%,65,400540,66%,0.033,18.2,10.6,Active,,,,,,,,,,,,,,,,,INNO
8206,ECOWLD,2.13,2.11,2.12,-0.01,2.15,2.1,2.2,1.4,39298,2.84%,45,3881730,56%,0.023,10.3,20.8,Active,,,,,,,,,,,,,,,,,ECOWLD
0166,INARI,1.91,1.92,1.91,+0.010,1.92,1.86,3.54,1.42,148047,4.01%,39,17417840,32%,-0.019,8.01,24.24,Active,,,,,,,,,,,,,,,,,INARI
7230,TOMEI,1.69,1.68,1.66,+0.020,1.69,1.66,2.09,1.42,1392,,33,57985,55%,0.006,42.93,3.78,Active,,,,,,,,,,,,,,,,,TOMEI
5141,DAYANG,1.79,1.75,1.78,-0.03,1.81,1.75,2.76,1.43,46742,3.43%,50,2286930,39%,-0.017,26.87,5.56,Active,,,,,,,,,,,,,,,,,DAYANG
7094,EUROSP,3.1,3.11,3.1,+0.010,3.12,3,3.16,1.43,630,8.04%,65,60105,77%,0.148,44.81,6.94,Active,,,,,,,,,,,,,,,,,EUROSP
0215,SLVEST,2.42,2.4,2.4,-,2.42,2.36,2.55,1.44,15801,,51,3498625,35%,0.033,7.35,36.56,Active,,,,,,,,,,,,,,,,,SLVEST
5517,SHANG,1.58,1.62,1.59,+0.030,1.62,1.58,2.16,1.44,529,4.94%,15,130125,37%,-0.013,6.65,20.09,Active,,,,,,,,,,,,,,,,,SHANG
4715,GENM,2.01,1.99,2.01,-0.02,2.03,1.98,2.58,1.46,41925,5.03%,27,3877830,56%,0.015,4.43,72.88,Active,,,,,,,,,,,,,,,,,GENM
5293,AME,1.51,1.52,1.52,-,1.53,1.51,1.84,1.46,705,3.95%,55,139825,63%,-0.007,14.41,7.94,Active,,,,,,,,,,,,,,,,,AME
5028,HTPADU,1.71,1.73,1.71,+0.020,1.73,1.7,4.43,1.47,684,,67,194270,63%,-0.005,6.01,34.19,Active,,,,,,,,,,,,,,,,,HTPADU
5292,UWC,2.58,2.71,2.59,+0.120,2.74,2.52,3.28,1.47,28656,,66,1790345,57%,0.137,1.38,224.61,Active,,,,,,,,,,,,,,,,,UWC
0168,BMGREEN,1.79,1.74,1.77,-0.03,1.79,1.74,2,1.48,8064,1.58%,25,480915,36%,-0.021,8.91,21.9,Active,,,,,,,,,,,,,,,,,BMGREEN
7229,FAVCO,1.66,1.69,1.67,+0.020,1.69,1.66,1.98,1.5,199,5.33%,85,33725,52%,-0.024,22.21,6.18,Active,,,,,,,,,,,,,,,,,FAVCO
7439,TECGUAN,1.86,1.86,1.84,+0.020,1.9,1.84,1.89,1.5,744,,27,23235,57%,0.011,52.85,3.52,Active,,,,,,,,,,,,,,,,,TECGUAN
8117,PGF,1.59,1.6,1.54,+0.060,1.6,1.59,2.31,1.5,30,1.25%,100,152255,35%,-0.059,18.26,9.14,Active,,,,,,,,,,,,,,,,,PGF
5049,CVIEW,2.26,2.26,2.27,-0.01,2.26,2.26,2.66,1.52,98,7.74%,10,42050,37%,0.004,25.55,8.85,Active,,,,,,,,,,,,,,,,,CVIEW
5306,FFB,1.89,1.91,1.89,+0.020,1.95,1.89,1.98,1.54,84105,1.15%,45,4417740,70%,0.026,5.68,33.4,Active,,,,,,,,,,,,,,,,,FFB
0058,JCBNEXT,,,1.77,,-,-,1.79,1.55,0,,-,32270,67%,0.017,38.83,4.55,Active,,,,,,,,,,,,,,,,,JCBNEXT
0822EA,PAM-A40M,,,1.57,,-,-,1.7,1.55,0,0.04%,-,16630,32%,-0.016,-0.31,,Suspended,,,,,,,,,,,,,,,,,PAM-A40M
7083,ANALABS,,,1.76,,-,-,1.92,1.55,0,2.27%,-,20935,48%,0.007,33.88,5.19,Active,,,,,,,,,,,,,,,,,ANALABS
4197,SIME,1.7,1.67,1.7,-0.03,1.74,1.67,2.67,1.56,184312,7.78%,41,15773730,59%,0.011,48.5,3.23,Active,,,,,,,,,,,,,,,,,SIME
5159,YOCB,1.69,1.7,1.67,+0.030,1.7,1.69,2.16,1.56,650,4.71%,100,28895,37%,-0.006,19.83,8.5,Active,,,,,,,,,,,,,,,,,YOCB
3107,FIMACOR,1.67,1.7,1.74,-0.04,1.7,1.67,1.9,1.57,189,7.35%,61,13590,65%,0.001,13.4,10.63,Active,,,,,,,,,,,,,,,,,FIMACOR
5176,SUNREIT,2.18,2.22,2.18,+0.040,2.22,2.18,2.32,1.59,30726,4.50%,68,7898145,38%,0.005,15.02,14.49,Active,,,,,,,,,,,,,,,,,SUNREIT
7052,PADINI,2.07,2.1,2.09,+0.010,2.11,2.07,3.62,1.6,6228,5.48%,21,1164165,71%,0.02,22.28,14.14,Active,,,,,,,,,,,,,,,,,PADINI
0820EA,FBMKLCI-EA,1.685,1.685,1.68,+0.005,1.685,1.685,1.78,1.63,1,,-,3855,56%,0.002,,,Active,,,,,,,,,,,,,,,,,FBMKLCI-EA
5249,IOIPG,2.14,2.14,2.14,-,2.16,2.13,2.46,1.63,17752,2.34%,37,2928375,50%,0.008,37.45,5.7,Active,,,,,,,,,,,,,,,,,IOIPG
